,studyName,Date,Island,Colony,Time,Sample Number,Bird Weight (g),Sex,Culmen Length (mm),Culmen Depth (mm),Sample Weight (g),E. superba Weight (g),Number of E. superba,T. macrura Weight (g),Number of T. macrura,Fish Weight (g),Number of Fish,year,month
628,PAL1213,2013-01-03,TOR,23.0,2000,12001,4700,M,47.3,20.1,199.0,199.0,1089,0.0,0,0.0,0,2013,1
629,PAL1213,2013-01-03,TOR,23.0,2000,12002,3600,F,39.4,16.8,188.0,188.0,1102,0.0,0,0.0,0,2013,1
630,PAL1213,2013-01-03,TOR,23.0,2000,12003,4300,F,38.4,17.5,177.8,177.8,1266,0.0,0,0.0,0,2013,1
631,PAL1213,2013-01-03,TOR,23.0,2000,12004,4400,F,36.2,18.0,212.0,187.0,1206,0.0,0,0.0,0,2013,1
632,PAL1213,2013-01-03,TOR,23.0,2000,12005,4300,M,43.0,18.3,30.0,30.0,30,0.0,0,1.0,1,2013,1
633,PAL1213,2013-01-09,TOR,23.0,2000,12006,4150,F,37.3,18.8,177.0,175.0,993,0.0,0,1.0,1,2013,1
634,PAL1213,2013-01-09,TOR,23.0,2000,12007,4150,M,40.9,19.5,93.0,93.0,584,0.0,0,0.0,0,2013,1
635,PAL1213,2013-01-09,TOR,23.0,2000,12008,4300,M,38.3,18.9,144.0,144.0,642,0.0,0,0.0,0,2013,1
636,PAL1213,2013-01-09,TOR,23.0,2000,12009,4600,M,40.1,19.3,217.0,217.0,1206,0.0,0,0.0,0,2013,1
637,PAL1213,2013-01-09,TOR,23.0,2000,12010,3950,M,40.6,18.2,257.0,257.0,843,0.0,0,0.0,0,2013,1
638,PAL1213,2013-01-16,TOR,BCH,1900,12011,4400,M,43.2,19.9,178.0,178.0,858,0.0,0,0.0,0,2013,1
639,PAL1213,2013-01-16,TOR,BCH,1900,12012,3500,F,33.7,17.0,182.0,182.0,987,0.0,0,0.0,0,2013,1
640,PAL1213,2013-01-16,TOR,BCH,1900,12013,4150,M,40.0,20.6,240.0,239.0,1221,0.0,0,1.0,1,2013,1
641,PAL1213,2013-01-16,TOR,BCH,1900,12014,4250,F,35.8,15.7,158.0,158.0,909,0.0,0,0.0,0,2013,1
642,PAL1213,2013-01-16,TOR,BCH,1900,12015,4350,M,39.6,18.6,138.0,137.0,732,0.0,0,1.0,1,2013,1
643,PAL1213,2013-01-23,TOR,BCH,1900,12016,4150,F,38.8,18.3,109.3,109.3,510,0.0,0,0.0,0,2013,1
644,PAL1213,2013-01-23,TOR,BCH,1900,12017,4900,M,41.8,21.0,109.6,109.6,418,0.0,0,0.0,0,2013,1
645,PAL1213,2013-01-23,TOR,BCH,1900,12018,4100,M,39.8,18.1,363.0,363.0,1866,0.0,0,0.0,0,2013,1
646,PAL1213,2013-01-23,TOR,BCH,1900,12019,3750,M,41.6,17.8,363.5,362.5,1147,0.0,0,1.0,1,2013,1
647,PAL1213,2013-01-23,TOR,BCH,1900,12020,3900,F,38.4,17.7,328.7,328.7,1713,0.0,0,0.0,0,2013,1
648,PAL1213,2013-01-28,TOR,BCH,1930,12021,4550,M,44.1,19.7,220.0,220.0,1057,0.0,0,0.0,0,2013,1
649,PAL1213,2013-01-28,TOR,BCH,1930,12022,4000,F,36.6,18.9,279.2,278.2,1372,0.0,0,1.0,1,2013,1
650,PAL1314,2014-02-01,TOR,23.0,1820,12023,4900,M,41.4,18.5,219.11,218.0,339,0.0,0,1.0,1,2014,2
651,PAL1213,2013-01-28,TOR,BCH,1930,12024,3950,M,39.5,19.4,291.0,291.0,1344,0.0,0,0.0,0,2013,1
652,PAL1213,2013-01-28,TOR,BCH,1930,12025,4450,F,38.2,17.9,328.0,327.0,1399,0.0,0,0.0,0,2013,1
653,PAL1314,2014-01-06,TOR,23.0,1943,13002,4300,M,38.4,17.5,0.0,0.0,0,0.0,0,0.0,0,2014,1
654,PAL1314,2014-01-06,TOR,23.0,1943,13003,0,M,40.4,17.9,0.0,0.0,0,0.0,0,0.0,0,2014,1
655,PAL1314,2014-01-06,TOR,23.0,1943,13004,4400,M,40.2,18.7,65.96,64.96,49,0.0,0,1.0,1,2014,1
656,PAL1314,2014-01-16,TOR,23.0,1943,13005,4150,M,40.7,18.2,170.22,169.22,276,0.0,0,1.0,1,2014,1
657,PAL1314,2014-01-16,TOR,23.0,1943,13006,4600,M,37.1,20.0,148.0,148.0,556,0.0,0,0.0,0,2014,1
658,PAL1314,2014-01-16,TOR,23.0,1943,13007,3750,F,31.9,15.5,32.87,31.8,47,0.0,0,1.0,1,2014,1
659,PAL1314,2014-01-16,TOR,23.0,1943,13008,4000,F,35.1,16.6,107.25,106.25,187,0.0,0,1.0,1,2014,1
660,PAL1314,2014-01-16,TOR,23.0,1943,13009,4575,F,35.3,17.7,86.0,86.0,??,0.0,0,0.0,0,2014,1
661,PAL1314,2014-01-22,TOR,23.0,1853,13010,4300,F,37.9,18.2,26.06,25.06,52,0.0,0,1.0,1,2014,1
662,PAL1314,2014-01-22,TOR,23.0,1853,13011,5400,M,37.3,18.6,244.81,244.81,448,0.0,0,0.0,0,2014,1
663,PAL1314,2014-01-22,TOR,23.0,1853,13012,4950,M,41.0,17.3,86.47,85.47,150,0.0,0,1.0,0,2014,1
664,PAL1314,2014-01-22,TOR,23.0,1853,13013,4575,F,37.6,16.8,154.9,153.9,437,0.0,0,1.0,1,2014,1
665,PAL1314,2014-01-22,TOR,23.0,1853,13014,5000,M,42.1,18.2,203.0,201.0,444,0.0,0,2.0,0,2014,1
666,PAL1314,2014-01-27,TOR,23.0,1900,13015,4550,M,37.7,19.6,109.0,109.0,164,0.0,0,0.0,0,2014,1
667,PAL1314,2014-01-27,TOR,23.0,1900,13016,5000,M,41.6,19.8,69.36,69.36,172,0.0,0,0.0,0,2014,1
668,PAL1314,2014-01-27,TOR,23.0,1900,13017,4100,M,39.0,18.0,120.4,120.4,589,0.0,0,0.0,0,2014,1
669,PAL1314,2014-01-27,TOR,23.0,1900,13018,3900,F,36.6,17.0,184.0,184.0,521,0.0,0,0.0,0,2014,1
670,PAL1314,2014-01-27,TOR,23.0,1900,13020,4000,M,38.0,19.5,151.84,151.84,279,0.0,0,0.0,0,2014,1
671,PAL1314,2014-02-01,TOR,23.0,1820,13021,4850,F,38.4,16.1,168.73,168.73,608,0.0,0,0.0,0,2014,2
672,PAL1314,2014-02-01,TOR,23.0,1820,13022,3875,M,42.0,18.1,197.0,197.0,362,0.0,0,0.0,0,2014,2
673,PAL1314,2014-02-01,TOR,23.0,1820,13024,4500,M,37.5,19.6,116.2,116.2,343,0.0,0,0.0,0,2014,2
674,PAL1314,2014-02-01,TOR,23.0,1820,13025,4625,M,44.6,19.2,156.6,156.6,465,0.0,0,0.0,0,2014,2
675,PAL1415,2015-01-03,TOR,16.0,1930,14001,5150,M,44.8,20.4,229.8,274.8,426,0.0,0,0.0,0,2015,1
676,PAL1415,2015-01-03,TOR,16.0,1930,14002,4175,F,37.8,16.9,99.4,99.4,277,0.0,0,0.0,0,2015,1
677,PAL1415,2015-01-03,TOR,16.0,1930,14003,4900,M,43.6,20.3,129.0,289.0,805,0.0,0,0.0,0,2015,1
678,PAL1415,2015-01-03,TOR,16.0,1930,14004,4675,F,37.1,19.0,207.0,207.0,451,0.0,0,0.0,0,2015,1
679,PAL1415,2015-01-03,TOR,16.0,1930,14005,4850,M,40.1,19.6,199.7,199.7,373,0.0,0,0.0,0,2015,1
680,PAL1415,2015-01-11,TOR,16.0,1830,14006,4150,M,39.4,16.3,23.9,23.9,67,0.0,0,0.0,0,2015,1
681,PAL1415,2015-01-11,TOR,16.0,1830,14007,4350,F,37.1,18.4,128.5,203.5,581,0.0,0,0.0,0,2015,1
682,PAL1415,2015-01-11,TOR,16.0,1830,14008,3650,F,37.8,17.5,106.0,166.0,377,0.0,0,1.0,1,2015,1
683,PAL1415,2015-01-11,TOR,16.0,1830,14009,4600,M,40.5,19.4,169.8,169.8,326,0.0,0,0.0,0,2015,1
684,PAL1415,2015-01-11,TOR,16.0,1830,14010,5100,M,42.3,18.4,97.8,97.8,195,0.0,0,0.0,0,2015,1
685,PAL1415,2015-01-18,TOR,16.0,1900,14011,4650,M,39.6,18.6,327.3,397.3,796,0.0,0,0.0,0,2015,1
686,PAL1415,2015-01-18,TOR,16.0,1900,14012,4250,M,41.7,20.0,236.5,236.5,415,0.0,0,0.0,0,2015,1
687,PAL1415,2015-01-18,TOR,16.0,1900,14013,4750,M,40.9,19.0,145.5,240.5,387,0.0,0,0.0,0,2015,1
688,PAL1415,2015-01-18,TOR,16.0,1900,14014,3850,F,34.5,16.2,263.1,378.1,707,0.0,0,0.0,0,2015,1
689,PAL1415,2015-01-18,TOR,16.0,1900,14015,4950,M,40.1,18.7,185.5,245.5,444,0.0,0,0.0,0,2015,1
690,PAL1415,2015-01-26,TOR,16.0,1930,14016,4100,F,36.0,17.8,194.6,194.6,388,0.0,0,0.0,0,2015,1
691,PAL1415,2015-01-26,TOR,16.0,1930,14017,3525,M,44.1,18.1,470.7,469.4,856,0.0,0,1.0,0,2015,1
692,PAL1415,2015-01-26,TOR,16.0,1930,14018,4550,M,37.1,17.9,179.2,179.2,298,0.0,0,0.0,0,2015,1
693,PAL1415,2015-01-26,TOR,16.0,1930,14019,4000,M,37.7,17.2,286.5,93.1,155,193.4,4255,0.0,0,2015,1
694,PAL1415,2015-01-26,TOR,16.0,1930,14020,4250,F,36.0,17.4,293.0,337.0,716,0.0,0,6.0,0,2015,1
695,PAL1415,2015-02-03,TOR,16.0,1900,14021,4800,M,41.0,19.0,376.6,376.6,511,0.0,0,0.0,0,2015,2
696,PAL1415,2015-02-03,TOR,16.0,1900,14022,4300,M,42.0,18.8,155.6,142.4,213,12.2,440,1.0,0,2015,2
697,PAL1415,2015-02-03,TOR,16.0,1900,14023,4350,M,39.0,17.8,264.5,264.5,397,0.0,0,0.0,0,2015,2
698,PAL1415,2015-02-03,TOR,16.0,1900,14024,4100,M,40.6,18.8,57.6,56.6,83,0.0,0,1.0,0,2015,2
699,PAL1415,2015-02-03,TOR,16.0,1900,14025,3850,F,35.1,16.2,65.7,64.7,119,0.0,0,1.0,0,2015,2
700,PAL1415,2015-02-09,TOR,16.0,1900,14026,4000,M,39.7,18.5,422.7,422.7,732,0.0,0,0.0,0,2015,2
701,PAL1415,2015-02-09,TOR,16.0,1900,14027,3500,F,33.6,16.8,180.2,180.2,258,0.0,0,0.0,0,2015,2
702,PAL1516,2016-01-06,TOR,16,1840,15001,3900,F,38.0,18.9,129.7,128.7,167,0.0,0,1.0,1,2016,1
703,PAL1516,2016-01-06,TOR,16,1840,15002,4550,F,38.6,19.1,69.34,69.34,88,0.0,0,0.0,0,2016,1
704,PAL1516,2016-01-06,TOR,16,1840,15003,5600,M,45.8,20.8,97.2,97.2,153,0.0,0,0.0,0,2016,1
705,PAL1516,2016-01-06,TOR,16,1840,15004,4700,F,37.5,18.9,59.09,58.09,94,0.0,0,1.0,1,2016,1
706,PAL1516,2016-01-06,TOR,16,1840,15005,4800,M,41.8,19.8,32.5,32.5,,0.0,0,0.0,0,2016,1
707,PAL1516,2016-01-12,TOR,16,1900,15006,3600,F,37.7,18.4,59.38,59.38,97,0.0,0,0.0,0,2016,1
708,PAL1516,2016-01-12,TOR,16,1900,15007,3300,F,34.1,15.5,147.2,145.2,183,0.0,0,2.0,1,2016,1
709,PAL1516,2016-01-12,TOR,16,1900,15008,4300,M,38.2,19.0,113.37,113.37,159,0.0,0,0.0,0,2016,1
710,PAL1516,2016-01-12,TOR,16,1900,15009,4100,F,36.1,16.8,314.2,313.2,535,0.0,0,1.0,1,2016,1
711,PAL1516,2016-01-12,TOR,16,1900,15010,4300,M,40.7,18.8,130.85,129.85,216,0.0,0,1.0,1,2016,1
712,PAL1516,2016-01-18,TOR,16,1830,15011,4100,M,40.7,19.1,194.25,193.25,297,0.0,0,1.0,1,2016,1
713,PAL1516,2016-01-18,TOR,16,1830,15012,5300,M,42.6,18.0,153.98,152.98,239,0.0,0,1.0,1,2016,1
714,PAL1516,2016-01-18,TOR,16,1830,15013,4600,F,35.8,16.8,115.82,112.02,162,0.0,0,3.8,1,2016,1
715,PAL1516,2016-01-18,TOR,16,1830,15014,4200,F,36.9,17.9,182.29,181.29,381,0.0,0,1.0,1,2016,1
716,PAL1516,2016-01-18,TOR,16,1830,15015,4300,F,38.3,17.0,310.5,309.5,549,0.0,0,1.0,1,2016,1
717,PAL1516,2016-01-25,TOR,16,1830,15016,5300,F,38.6,19.3,204.34,201.69,573,1.0,8,1.65,1,2016,1
718,PAL1516,2016-01-25,TOR,16,1830,15017,3700,F,34.5,15.7,140.2,139.2,220,0.0,0,1.0,1,2016,1
719,PAL1516,2016-01-25,TOR,16,1830,15018,4600,F,36.3,17.8,138.82,137.82,208,0.0,0,1.0,1,2016,1
720,PAL1516,2016-01-25,TOR,16,1830,15019,4700,M,42.5,18.7,145.11,52.77,65,91.34,2421,0.0,0,2016,1
721,PAL1516,2016-01-25,TOR,16,1830,15020,4600,M,43.2,19.4,174.38,167.56,206,4.82,155,1.0,1,2016,1
722,PAL1617,2017-01-05,TOR,23,1930,16001,4100,F,36.5,17.5,69.76,68.76,146,0.0,0,1.0,1,2017,1
723,PAL1617,2017-01-05,TOR,23,1930,16002,4100,M,38.6,19.7,202.9,202.9,340,0.0,0,0.0,0,2017,1
724,PAL1617,2017-01-05,TOR,23,1930,16003,4450,M,40.1,18.1,113.86,113.86,232,0.0,0,0.0,0,2017,1
725,PAL1617,2017-01-05,TOR,23,1930,16004,3750,F,37.0,18.2,167.0,166.0,815,0.0,0,1.0,1,2017,1
726,PAL1617,2017-01-05,TOR,23,1930,16005,4100,F,35.2,18.0,309.6,308.6,571,0.0,0,1.0,1,2017,1
727,PAL1617,2017-01-10,TOR,23,1910,16006,3650,F,35.2,17.3,227.12,227.12,343,0.0,0,0.0,0,2017,1
728,PAL1617,2017-01-10,TOR,23,1910,16007,4650,M,39.9,18.2,178.26,178.26,424,0.0,0,0.0,0,2017,1
729,PAL1617,2017-01-10,TOR,23,1910,16008,4200,F,37.5,16.8,177.0,177.0,290,0.0,0,0.0,0,2017,1
730,PAL1617,2017-01-10,TOR,23,1910,16009,3800,F,33.9,15.7,137.2,136.2,192,0.0,0,1.0,1,2017,1
731,PAL1617,2017-01-10,TOR,23,1910,16010,5350,M,39.6,18.3,90.0,89.0,169,0.0,0,1.0,1,2017,1
732,PAL1617,2017-01-15,TOR,23,1844,16011,4950,M,39.4,18.3,211.95,211.95,421,0.0,0,0.0,0,2017,1
733,PAL1617,2017-01-15,TOR,23,1844,16012,4500,F,34.2,17.0,252.05,162.4,280,88.65,709,0.0,0,2017,1
734,PAL1617,2017-01-15,TOR,23,1844,16013,4450,F,37.8,18.0,185.43,46.72,95,138.71,1110,0.0,0,2017,1
735,PAL1617,2017-01-15,TOR,23,1844,16014,3900,F,37.2,19.2,56.27,56.27,67,0.0,0,0.0,0,2017,1
736,PAL1617,2017-01-15,TOR,23,1844,16015,4350,M,39.5,19.0,174.85,166.65,288,0.0,0,7.2,1,2017,1
737,PAL1617,2017-01-22,TOR,23,1900,16016,4500,M,39.6,18.5,166.58,165.58,232,0.0,0,1.0,1,2017,1
738,PAL1617,2017-01-22,TOR,23,1900,16017,3550,F,38.7,16.3,158.78,158.78,253,0.0,0,0.0,0,2017,1
739,PAL1617,2017-01-22,TOR,23,1900,16018,4950,M,39.4,18.2,89.0,82.0,137,0.0,0,7.0,1,2017,1
740,PAL1617,2017-01-22,TOR,23,1900,16019,4750,M,41.8,18.1,128.88,128.88,190,0.0,0,0.0,0,2017,1
741,PAL1617,2017-01-22,TOR,23,1900,16020,4600,M,39.1,19.2,49.86,11.59,77,0.0,0,0.0,0,2017,1
742,PAL1718,2018-01-03,TOR,23,1915,17001,4550,F,38.1,18.6,205.9,204.9,439,0.0,0,0.0,0,2018,1
743,PAL1718,2018-01-03,TOR,23,1915,17002,4000,M,43.3,18.4,166.3,166.3,462,0.0,0,0.0,0,2018,1
744,PAL1718,2018-01-03,TOR,23,1915,17003,4200,M,38.6,18.9,239.9,239.9,429,0.0,0,0.0,0,2018,1
745,PAL1718,2018-01-03,TOR,23,1915,17004,4450,M,39.1,18.5,149.5,149.5,563,0.0,0,0.0,0,2018,1
746,PAL1718,2018-01-03,TOR,23,1915,17005,4000,M,40.3,17.5,188.6,187.6,517,0.0,0,1.0,1,2018,1
747,PAL1718,2018-01-08,HUM,2,1730,17006,4050,F,36.2,17.9,154.36,154.36,436,0.0,0,0.0,0,2018,1
748,PAL1718,2018-01-08,HUM,2,1730,17007,4400,M,38.8,17.2,365.32,365.32,659,0.0,0,0.0,0,2018,1
749,PAL1718,2018-01-08,HUM,2,1730,17008,4650,M,39.2,18.6,114.16,114.16,311,0.0,0,0.0,0,2018,1
750,PAL1718,2018-01-08,HUM,2,1730,17009,4800,F,33.8,18.3,156.4,156.4,728,0.0,0,0.0,0,2018,1
751,PAL1718,2018-01-08,HUM,2,1730,17010,4950,M,40.4,20.3,115.1,115.1,519,0.0,0,0.0,0,2018,1
752,PAL1718,2018-01-15,TOR,23,1800,17011,4950,M,36.8,18.7,463.93,463.93,1122,0.0,0,0.0,0,2018,1
753,PAL1718,2018-01-15,TOR,23,1800,17012,3900,F,36.1,17.9,143.5,143.5,387,0.0,0,0.0,0,2018,1
754,PAL1718,2018-01-15,TOR,23,1800,17013,4300,M,39.3,19.2,129.7,129.7,631,0.0,0,0.0,0,2018,1
755,PAL1718,2018-01-15,TOR,23,1800,17014,3850,F,38.1,18.1,228.7,228.2,755,0.0,0,0.0,0,2018,1
756,PAL1718,2018-01-15,TOR,23,1800,17015,4200,F,37.9,20.2,213.54,213.54,535,0.0,0,0.0,0,2018,1
757,PAL1718,2018-01-23,TOR,BCH,1730,17016,4500,F,36.2,18.1,169.3,169.3,409,0.0,0,0.0,0,2018,1
758,PAL1718,2018-01-23,TOR,BCH,1730,17017,4350,M,39.7,19.8,227.62,226.62,471,0.0,0,1.0,1,2018,1
759,PAL1718,2018-01-23,TOR,BCH,1730,17018,4600,M,38.5,18.7,189.06,189.06,553,0.0,0,0.0,0,2018,1
760,PAL1718,2018-01-23,TOR,BCH,1730,17019,4150,F,36.6,17.2,251.6,251.6,881,0.0,0,0.0,0,2018,1
761,PAL1718,2018-01-23,TOR,BCH,1730,17020,4400,M,40.0,18.5,168.93,167.93,450,0.0,0,1.0,1,2018,1
762,PAL1718,2018-01-29,TOR,BCH,1730,17021,4750,M,39.7,18.0,104.33,104.33,497,0.0,0,0.0,0,2018,1
763,PAL1718,2018-01-29,TOR,BCH,1730,17022,4000,F,35.3,16.8,110.97,110.97,282,0.0,0,0.0,0,2018,1
764,PAL1718,2018-01-29,TOR,BCH,1730,17023,4150,M,40.7,18.8,72.3,70.2,245,0.0,0,2.1,1,2018,1
765,PAL1718,2018-01-29,TOR,BCH,1730,17024,4600,M,42.0,18.0,296.5,295.5,881,0.0,0,0.5,1,2018,1
766,PAL1718,2018-01-29,TOR,BCH,1730,17025,3900,F,37.7,18.0,187.2,186.2,556,0.0,0,1.0,1,2018,1
